 /*  opinionesUsuario.csv: datos generados por la información recibida de los logs de aplicaciones, columnas: usuario, aplicacion, opinion o valoración de usuario 

    Copyright (C) 2016  Natividad Crespo Belver. 
    Proyecto desarrollado como parte del TFG en la Universidad Internacional de la Rioja

    This program is free software: you can redistribute it and/or modify
    it under the terms of the GNU General Public License as published by
    the Free Software Foundation, either version 3 of the License, or
472044,8,1.0 
472041,1,10.0 
472041,2,1.0 
472040,1,1.0 
472040,5,10.0 
472039,9,10.0 
472038,5,10.0 
472036,6,6.0 
472031,1,10.0 
472030,4,6.0 
472028,2,10.0 
472028,6,6.0 
472027,5,4.0 
472024,1,1.0 
472023,3,5.5 
472023,2,5.0 
472023,2,5.0 
472023,6,1.0 
472023,3,5.5 
472021,1,4.0 
472020,3,1.0 
472020,6,6.0 
472019,4,10.0 
472016,5,10.0 
472015,9,1.0 
472014,1,6.0 
472014,4,6.0 
472013,9,1.0 
472012,3,6.0 
472010,3,6.0 
472009,1,6.0 
472008,4,4.0 
472007,8,1.0 
472006,8,4.0 
472005,1,4.0 
472005,2,4.0 
472004,5,7.0 
472004,5,7.0 
472004,1,1.0 
472000,2,10.0 
471999,6,1.0 
471998,6,1.0 
471998,7,6.0 
471996,6,4.0 
471996,1,10.0 
471994,4,6.0 
471994,6,10.0 
471992,1,1.0 
471991,2,6.0 
471990,3,1.0 
471990,8,1.0 
471986,1,4.0 
471986,1,4.0 
471986,9,4.0 
471983,4,4.0 
471980,1,6.0 
471979,1,4.0 
471978,5,1.0 
471977,6,6.0 
471976,1,6.0 
471974,6,7.0 
471974,6,7.0 
471973,4,10.0 
471973,3,6.0 
471972,2,4.0 
471970,9,2.5 
471970,6,6.0 
471970,9,2.5 
471968,3,6.0 
471968,2,1.0 
471966,4,10.0 
471965,6,6.0 
471964,3,6.0 
471963,5,1.0 
471962,2,1.0 
471962,4,10.0 
471961,1,4.0 
471960,5,1.0 
471959,4,10.0 
471959,9,10.0 
471957,8,10.0 
471956,6,6.0 
471955,7,10.0 
471954,6,4.0 
471954,4,10.0 
471953,6,4.0 
471950,7,6.0 
471949,5,4.0 
471948,3,4.0 
471943,4,10.0 
471942,8,1.0 
471938,6,6.0 
471937,3,1.0 
471936,5,1.0 
471935,3,6.0 
471935,5,4.0 
471935,5,4.0 
471934,6,4.0 
471933,4,1.0 
471931,7,6.0 
471928,6,10.0 
471928,4,1.0 
471928,3,4.0 
471927,3,10.0 
471927,9,4.0 
471927,5,1.0 
471923,3,1.0 
471922,5,10.0 
471922,2,6.0 
471919,9,1.0 
471918,7,10.0 
471916,6,10.0 
471916,3,10.0 
471914,9,6.0 
471913,8,4.0 
471908,4,10.0 
471907,1,4.0 
471907,6,1.0 
471907,7,4.0 
471902,3,4.0 
471901,2,1.0 
471900,4,4.0 
471899,7,10.0 
471899,3,1.0 
471898,7,10.0 
471897,4,10.0 
471896,3,1.0 
471895,1,6.0 
471894,3,10.0 
471893,8,1.0 
471893,5,10.0 
471893,6,6.0 
471892,4,1.0 
471892,8,4.0 
471890,4,4.0 
471890,1,10.0 
471889,1,6.0 
471888,3,10.0 
471887,4,4.0 
471887,3,10.0 
471886,6,6.0 
471885,9,10.0 
471885,4,10.0 
471885,1,10.0 
471883,4,1.0 
471882,5,10.0 
471880,2,6.0 
471880,5,10.0 
471878,7,6.0 
471878,8,4.0 
471877,9,10.0 
471877,5,4.0 
471876,8,1.0 
471875,7,4.0 
471875,3,8.0 
471875,3,8.0 
471874,1,1.0 
471873,8,1.0 
471873,6,6.0 
471872,3,10.0 
471870,7,4.0 
471870,1,1.0 
471869,3,4.0 
471867,2,4.0 
471866,8,1.0 
471865,4,4.0 
471864,5,6.0 
471864,2,6.0 
471862,4,10.0 
471862,9,1.0 
471861,2,5.0 
471861,2,5.0 
471861,4,6.0 
471860,1,8.0 
471860,9,4.0 
471860,1,8.0 
471859,2,10.0 
471859,1,1.0 
471859,4,10.0 
471858,7,6.0 
471856,9,6.0 
471856,6,6.0 
471852,6,4.0 
471851,7,10.0 
471850,4,4.0 
471849,9,4.0 
471849,7,6.0 
471847,7,4.0 
471846,4,2.5 
471846,4,2.5 
471843,9,1.0 
471843,3,6.0 
471843,7,7.0 
471843,7,7.0 
471837,3,10.0 
471836,4,4.0 
471836,5,1.0 
471836,1,1.0 
471835,8,1.0 
471833,8,6.0 
471833,3,4.0 
471833,1,10.0 
471833,5,1.0 
471832,1,4.0 
471830,1,10.0 
471829,3,1.0 
471829,7,10.0 
471829,3,1.0 
471827,7,1.0 
471826,2,6.0 
471826,3,4.0 
471825,8,1.0 
471825,7,6.0 
471823,1,6.0 
471823,8,1.0 
471823,5,4.0 
471821,7,6.0 
471821,4,4.0 
471820,1,10.0 
471819,6,4.0 
471819,2,1.0 
471817,6,1.0 
471814,5,4.0 
471810,5,10.0 
471808,4,1.0 
471807,3,1.0 
471805,5,1.0 
471805,2,6.0 
471804,7,1.0 
471803,2,4.0 
471801,5,4.0 
471801,1,4.0 
471800,6,10.0 
471799,8,1.0 
471798,6,5.5 
471798,6,5.5 
471798,1,4.0 
471797,8,10.0 
471797,9,6.0 
471797,7,4.0 
471796,8,8.0 
471796,8,8.0 
471791,8,1.0 
471791,1,1.0 
471790,8,1.0 
471789,2,6.0 
471789,8,6.0 
471787,3,6.0 
471787,4,1.0 
471785,1,2.5 
471785,1,2.5 
471781,8,1.0 
471780,3,4.0 
471780,5,6.0 
471779,6,10.0 
471775,5,4.0 
471773,1,1.0 
471771,5,4.0 
471771,6,1.0 
471769,7,4.0 
471764,1,4.0 
471762,2,10.0 
471762,1,1.0 
471762,6,1.0 
471761,3,4.0 
471759,8,6.0 
471757,6,4.0 
471750,9,6.0 
471745,6,10.0 
471744,1,10.0 
471743,7,6.0 
471742,2,6.0 
471741,8,1.0 
471741,4,4.0 
471740,1,4.0 
471739,7,10.0 
471738,8,6.0 
471736,9,6.0 
471736,1,10.0 
471736,6,4.0 
471736,4,4.0 
471733,5,10.0 
471733,2,6.0 
471732,9,2.5 
471732,9,2.5 
471729,5,1.0 
471728,4,10.0 
471725,8,6.0 
471724,2,10.0 
471723,9,6.0 
471723,7,6.0 
471723,3,6.0 
471722,7,1.0 
471722,8,6.0 
471720,8,10.0 
471720,2,6.0 
471720,7,1.0 
471720,3,10.0 
471719,2,4.0 
471718,7,4.0 
471717,5,10.0 
471715,9,6.0 
471713,9,6.0 
471713,2,10.0 
471710,6,10.0 
471709,9,1.0 
471709,3,1.0 
471708,2,4.0 
471704,2,4.0 
471703,6,10.0 
471703,9,6.0 
471701,3,4.0 
471700,2,4.0 
471699,8,6.0 
471699,3,6.0 
471693,5,1.0 
471693,6,10.0 
471693,1,6.0 
471692,8,6.0 
471692,7,1.0 
471692,9,10.0 
471692,1,6.0 
471690,4,10.0 
471688,2,10.0 
471688,5,4.0 
471682,6,10.0 
471682,6,10.0 
471680,2,6.0 
471676,4,6.0 
471675,4,10.0 
471673,7,6.0 
471672,6,4.0 
471669,8,1.0 
471669,6,4.0 
471667,8,4.0 
471667,9,3.5 
471667,9,3.5 
471666,3,4.0 
471665,2,6.0 
471664,2,6.0 
471663,8,6.0 
471663,5,4.0 
471662,2,4.0 
471662,7,6.0 
471660,4,4.0 
471659,8,4.0 
471658,3,1.0 
471658,9,1.0 
471658,7,10.0 
471655,3,4.0 
471655,5,1.0 
471653,4,1.0 
471652,2,1.0 
471651,5,4.0 
471651,3,1.0 
471648,6,6.0 
471646,2,4.0 
471645,3,6.0 
471645,8,1.0 
471644,6,6.0 
471643,2,4.0 
471639,1,6.0 
471639,4,10.0 
471638,3,4.0 
471637,3,1.0 
471636,2,10.0 
471635,2,1.0 
471635,4,6.0 
471634,9,1.0 
471633,7,6.0 
471631,1,10.0 
471630,1,10.0 
471629,6,6.0 
471625,5,4.0 
471625,8,1.0 
471622,7,4.0 
471621,7,4.0 
471621,1,4.0 
471621,9,10.0 
471621,6,1.0 
471620,2,10.0 
471618,9,6.0 
471617,3,1.0 
471614,1,6.0 
471612,1,10.0 
471612,3,10.0 
471611,3,1.0 
471609,9,1.0 
471609,4,1.0 
471607,7,10.0 
471606,6,8.0 
471606,2,3.5 
471606,6,8.0 
471606,2,3.5 
471605,2,1.0 
471605,9,1.0 
471604,7,4.0 
471601,8,8.0 
471601,8,8.0 
471599,5,6.0 
471597,7,10.0 
471596,4,10.0 
471594,1,6.0 
471593,2,6.0 
471592,6,5.5 
471592,6,5.5 
471590,1,4.0 
471589,5,6.0 
471589,2,1.0 
471589,3,1.0 
471588,4,1.0 
471587,5,4.0 
471584,4,4.0 
471583,1,4.0 
471583,3,4.0 
471580,4,10.0 
471579,3,10.0 
471578,4,4.0 
471578,6,10.0 
471577,6,1.0 
471577,5,10.0 
471576,7,6.0 
471575,8,10.0 
471575,1,6.0 
471574,3,10.0 
471574,4,1.0 
471571,8,6.0 
471570,3,4.0 
471570,2,10.0 
471569,2,4.0 
471567,5,1.0 
471567,1,1.0 
471566,7,3.5 
471566,3,4.0 
471566,7,3.5 
471564,8,4.0 
471564,1,6.0 
471562,6,10.0 
471562,2,4.0 
471560,6,6.0 
471560,4,4.0 
471559,1,6.0 
471557,1,1.0 
471556,7,1.0 
471554,2,4.0 
471551,7,4.0 
471548,1,1.0 
471544,6,10.0 
471543,3,1.0 
471543,2,10.0 
471541,1,6.0 
471540,2,4.0 
471540,4,4.0 
471540,2,4.0 
471540,3,4.0 
471539,7,10.0 
471538,4,4.0 
471538,8,6.0 
471538,5,10.0 
471538,5,10.0 
471537,4,1.0 
471536,6,1.0 
471536,9,1.0 
471534,5,1.0 
471528,2,6.0 
471527,3,1.0 
471525,7,1.0 
471520,6,1.0 
471520,3,1.0 
471519,6,6.0 
471518,4,6.0 
471517,2,10.0 
471517,1,1.0 
471515,6,1.0 
471515,1,6.0 
471513,4,4.0 
471513,6,10.0 
471512,7,10.0 
471510,5,1.0 
471508,7,10.0 
471506,5,4.0 
471504,6,10.0 
471497,3,6.0 
471495,7,10.0 
471494,7,10.0 
471494,4,6.0 
471492,3,10.0 
471492,1,6.0 
471490,1,4.0 
471487,8,2.5 
471487,8,2.5 
471486,1,4.0 
471486,5,6.0 
471486,1,4.0 
471486,8,10.0 
471485,7,10.0 
471483,8,4.0 
471483,5,8.0 
471483,5,8.0 
471482,8,10.0 
471481,5,10.0 
471479,8,6.0 
471478,4,4.0 
471477,9,4.0 
471476,9,1.0 
471475,3,1.0 
471475,2,10.0 
471474,7,10.0 
471474,5,10.0 
471474,2,4.0 
471473,7,6.0 
471471,2,6.0 
471470,3,10.0 
471469,3,4.0 
471469,9,4.0 
471466,5,4.0 
471466,6,6.0 
471466,4,1.0 
471465,7,4.0 
471462,6,6.0 
471461,7,1.0 
471460,4,1.0 
471458,1,1.0 
471456,3,6.0 
471455,9,10.0 
471455,7,4.0 
471455,4,1.0 
471452,1,1.0 
471450,2,4.0 
471449,8,1.0 
471449,7,1.0 
471448,6,4.0 
471446,7,10.0 
471446,9,10.0 
471446,2,2.5 
471446,2,2.5 
471444,7,6.0 
471443,4,10.0 
471442,5,4.0 
471442,4,1.0 
471440,2,10.0 
471440,4,6.0 
471439,2,1.0 
471436,4,1.0 
471436,1,6.0 
471436,6,10.0 
471436,3,10.0 
471435,2,10.0 
471435,5,10.0 
471432,1,4.0 
471431,2,10.0 
471430,7,6.0 
471429,2,1.0 
471428,7,4.0 
471428,2,4.0 
471426,1,4.0 
471426,6,1.0 
471426,8,4.0 
471425,5,1.0 
471424,1,4.0 
471423,1,6.0 
471421,6,10.0 
471421,8,6.0 
471421,7,6.0 
471421,1,1.0 
471420,7,4.0 
471416,2,6.0 
471414,2,10.0 
471413,9,1.0 
471413,2,1.0 
471412,7,4.0 
471412,9,4.0 
471411,4,10.0 
471410,3,6.0 
471410,9,1.0 
471408,4,10.0 
471405,7,10.0 
471402,1,10.0 
471401,4,6.0 
471400,3,1.0 
471399,2,10.0 
471398,7,4.0 
471398,4,10.0 
471396,5,6.0 
471395,9,1.0 
471393,6,4.0 
471392,5,10.0 
471392,4,10.0 
471390,8,6.0 
471390,5,4.0 
471389,5,1.0 
471386,3,1.0 
471382,6,10.0 
471382,9,10.0 
471380,2,1.0 
471380,6,10.0 
471379,9,10.0 
471379,6,1.0 
471377,8,10.0 
471376,8,10.0 
471376,7,6.0 
471376,1,10.0 
471372,4,1.0 
471372,9,1.0 
471371,2,10.0 
471367,7,6.0 
471361,1,10.0 
471361,9,4.0 
471359,7,1.0 
471359,2,6.0 
471357,4,4.0 
471355,7,10.0 
471354,4,1.0 
471353,4,10.0 
471351,3,1.0 
471349,9,4.0 
471348,6,10.0 
471348,4,4.0 
471346,4,6.0 
471346,9,6.0 
471346,1,1.0 
471343,3,6.0 
471343,6,6.0 
471342,5,4.0 
471339,1,4.0 
471337,5,4.0 
471337,6,6.0 
471336,5,4.0 
471335,8,10.0 
471333,1,4.0 
471331,2,10.0 
471331,1,1.0 
471326,6,1.0 
471326,2,4.0 
471325,7,10.0 
471323,3,10.0 
471323,2,1.0 
471323,1,4.0 
471322,5,4.0 
471321,6,10.0 
471321,7,6.0 
471320,7,1.0 
471319,9,6.0 
471317,3,1.0 
471317,5,6.0 
471316,8,10.0 
471315,9,1.0 
471314,4,3.5 
471314,4,3.5 
471313,7,10.0 
471313,5,1.0 
471312,2,1.0 
471312,1,10.0 
471311,4,10.0 
471311,6,1.0 
471310,3,10.0 
471308,1,4.0 
471306,3,4.0 
471301,3,4.0 
471301,3,4.0 
471301,8,1.0 
471300,3,1.0 
471300,7,8.0 
471300,7,8.0 
471297,4,4.0 
471295,7,1.0 
471295,8,6.0 
471295,1,1.0 
471294,6,1.0 
471292,8,6.0 
471292,7,4.0 
471291,8,10.0 
471290,3,1.0 
471290,5,1.0 
471286,6,6.0 
471286,8,6.0 
471285,4,1.0 
471285,9,6.0 
471285,2,10.0 
471284,6,1.0 
471281,2,4.0 
471281,8,10.0 
471279,7,4.0 
471275,2,1.0 
471275,6,4.0 
471273,6,1.0 
471270,3,4.0 
471269,5,6.0 
471269,7,5.0 
471269,7,5.0 
471269,6,6.0 
471268,2,6.0 
471267,2,10.0 
471266,9,4.0 
471266,8,6.0 
471263,6,6.0 
471262,4,10.0 
471260,7,10.0 
471260,6,10.0 
471259,1,1.0 
471258,5,4.0 
471258,2,10.0 
471257,4,1.0 
471257,6,6.0 
471256,1,1.0 
471256,3,10.0 
471252,3,6.0 
471250,1,6.0 
471249,1,3.66 
471249,1,3.66 
471249,1,3.66 
471248,9,10.0 
471245,6,6.0 
471244,2,6.0 
471243,2,1.0 
471243,6,4.0 
471243,3,4.0 
471241,4,4.0 
471240,3,6.0 
471240,9,4.0 
471239,8,10.0 
471238,1,3.5 
471238,1,3.5 
471236,9,6.0 
471236,8,1.0 
471236,4,4.0 
471235,7,4.0 
471234,1,10.0 
471232,7,10.0 
471231,9,4.0 
471230,3,4.0 
471229,7,1.0 
471223,6,10.0 
471222,8,6.0 
471220,7,1.0 
471220,6,1.0 
471220,9,10.0 
471220,5,6.0 
471219,6,10.0 
471218,2,4.0 
471217,9,4.0 
471217,3,6.0 
471214,3,2.5 
471214,4,6.0 
471214,3,2.5 
471214,6,1.0 
471212,6,4.0 
471210,9,10.0 
471209,9,1.0 
471207,2,6.0 
471206,1,10.0 
471204,7,1.0 
471203,1,4.0 
471202,7,1.0 
471202,5,6.0 
471201,4,4.0 
471201,9,10.0 
471200,3,6.0 
471200,1,6.0 
471199,7,6.0 
471198,6,6.0 
471197,3,1.0 
471197,5,10.0 
471195,6,10.0 
471194,5,10.0 
471192,3,6.0 
471192,5,10.0 
471192,4,4.0 
471189,8,4.0 
471189,4,10.0 
471188,2,1.0 
471187,6,1.0 
471187,2,1.0 
471185,8,1.0 
471184,4,4.0 
471182,3,4.0 
471182,8,1.0 
471182,3,4.0 
471181,4,10.0 
471180,1,6.0 
471179,3,10.0 
471176,9,10.0 
471174,9,10.0 
471169,5,1.0 
471168,9,6.0 
471166,5,4.0 
471166,6,4.0 
471165,2,10.0 
471164,1,10.0 
471164,7,1.0 
471163,8,6.0 
471161,7,4.0 
471161,7,4.0 
471159,2,10.0 
471156,8,1.0 
471155,3,4.0 
471154,2,1.0 
471150,6,10.0 
471149,3,1.0 
471147,4,1.0 
471147,6,10.0 
471142,9,1.0 
471141,6,1.0 
471140,1,1.0 
471140,9,10.0 
471140,5,4.0 
471139,6,6.0 
471139,9,1.0 
471138,7,1.0 
471137,5,6.0 
471137,1,10.0 
471136,5,10.0 
471135,4,10.0 
471132,4,1.0 
471131,4,6.0 
471126,1,6.0 
471120,7,10.0 
471120,5,6.0 
471120,4,6.0 
471119,9,6.0 
471118,4,10.0 
471117,6,6.0 
471115,6,4.0 
471114,8,10.0 
471113,7,1.0 
471112,8,8.0 
471112,7,4.66 
471112,8,8.0 
471112,7,4.66 
471112,7,4.66 
471111,4,4.0 
471111,3,4.0 
471109,4,6.0 
471108,7,4.0 
471107,7,4.0 
471105,1,6.0 
471104,4,10.0 
471103,9,4.0 
471100,6,4.0 
471099,3,1.0 
471099,5,4.0 
471099,2,6.0 
471097,1,6.0 
471095,4,6.0 
471094,9,1.0 
471092,2,4.0 
471088,8,10.0 
471087,9,10.0 
471084,2,10.0 
471082,4,6.0 
471082,9,6.0 
471081,3,6.0 
471081,5,10.0 
471076,1,1.0 
471075,9,1.0 
471071,6,10.0 
471069,7,4.0 
471069,2,10.0 
471067,6,10.0 
471066,3,1.0 
471066,7,8.0 
471066,7,8.0 
471065,7,4.0 
471065,4,1.0 
471064,1,4.0 
471063,1,10.0 
471063,5,6.0 
471063,9,10.0 
471062,5,6.0 
471058,2,4.0 
471054,8,1.0 
471053,3,5.0 
471053,2,1.0 
471053,3,5.0 
471050,9,10.0 
471048,3,6.0 
471045,2,1.0 
471043,9,10.0 
471040,8,6.0 
471037,2,4.0 
471037,3,4.0 
471037,5,1.0 
471035,9,1.0 
471033,5,4.0 
471031,5,1.0 
471029,2,6.0 
471028,8,1.0 
471025,5,1.0 
471024,1,5.0 
471024,1,5.0 
471023,4,4.0 
471020,2,1.0 
471020,9,6.0 
471019,2,4.0 
471018,3,6.0 
471017,4,6.0 
471013,9,10.0 
471012,4,1.0 
471010,4,6.0 
471009,4,1.0 
471008,5,4.0 
471008,4,6.0 
471007,1,1.0 
471005,5,1.0 
